Jitter(local),Jitter(local),Jitter (rap),"Jitter(local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ppq5),Jitter (ddp),Jitter (ddp),Shimmer (local),Shimmer (local),"Shimmer (local, db)",Shimmer (apq3),Shimmer (apq3),Shimmer (apq5),Shimmer (apq5),Shimmer (apq11),Shimmer (apq11),Shimmer (dda),Shimmer (dda),AC,NDH,HTM,Median Pitch,Mean Pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Degree of voice breaks,status
0.0192400,1.924,0.008380,1.38084000E-04,0.838,0.0126,1.26,0.02514,2.514,0.1019,10.19,1.082,0.03575,3.575,0.05242,5.242,0.1225,12.25,0.10726,10.726,0.822308,0.283837,9.36,155.014,141.925,29.468,71.591,160.962,56,54,0.007175107,0.001950992,0.29091,29.091,1,0.18345,18.345,1
0.0096600,0.966,0.004410,5.72980000E-05,0.441,0.00611,0.611,0.01324,1.324,0.09262,9.262,1.07,0.03197,3.197,0.05615,5.615,0.16278,16.278,0.09592,9.592,0.857094,0.194727,9.239,166.89,168.816,7.931,155.388,182.51,64,63,0.005931788,0.000301284,0.05128,5.128,0,0,0,1
0.0198900,1.989,0.007990,1.28551000E-04,0.799,0.01181,1.181,0.02397,2.397,0.13103,13.103,1.24,0.04797,4.797,0.06593,6.593,0.11445,11.445,0.14392,14.392,0.85928,0.20142,9.818,153.172,152.649,19.989,87.891,190.276,67,65,0.006464054,0.000881963,0.06122,6.122,1,0.03324,3.324,1
0.0186000,1.86,0.007800,1.25768000E-04,0.78,0.01019,1.019,0.0234,2.34,0.08358,8.358,0.814,0.03102,3.102,0.05394,5.394,0.06709,6.709,0.09305,9.305,0.920133,0.12143,14.1,153.545,147.813,12.072,121.395,161.58,53,52,0.006761057,0.000591762,0.18367,18.367,0,0,0,1
0.0176100,1.761,0.010540,1.36975000E-04,1.054,0.01009,1.009,0.03163,3.163,0.12044,12.044,1.165,0.06495,6.495,0.07333,7.333,0.09543,9.543,0.19486,19.486,0.892763,0.129603,10.046,128.241,128.632,3.312,121.668,140.553,626,625,0.00777898,0.000240702,0.00206,0.206,0,0,0,1
0.0184100,1.841,0.011170,1.43409000E-04,1.117,0.01078,1.078,0.03351,3.351,0.13993,13.993,1.352,0.07557,7.557,0.08376,8.376,0.12094,12.094,0.2267,22.67,0.869786,0.164395,9.155,127.641,128.41,3.103,121.44,145.59,889,886,0.007788013,0.000225039,0.0072,0.72,2,0.00676,0.676,1
0.0143800,1.438,0.008420,1.12619000E-04,0.842,0.00835,0.835,0.02526,2.526,0.10446,10.446,0.988,0.05431,5.431,0.06243,6.243,0.08803,8.803,0.16293,16.293,0.940658,0.065783,12.98,124.941,127.68,6.326,118.902,151.293,856,855,0.007833345,0.000390275,0,0,0,0,0,1
0.0555000,5.55,0.032870,4.45942000E-04,3.287,0.04345,4.345,0.09862,9.862,0.21927,21.927,1.867,0.10874,10.874,0.10985,10.985,0.189092105,18.90921053,0.32623,32.623,0.79531,0.369995,7.518,129.856,125.921,8.073,115.002,135.007,13,12,0.008035399,0.000765224,0.5,50,0,0,0,1
0.0645300,6.453,0.033960,5.04642000E-04,3.396,0.01296,1.296,0.10187,10.187,0.12882,12.882,1.181,0.05715,5.715,0.12184,12.184,0.189092105,18.90921053,0.17144,17.144,0.789414,0.297282,6.319,130.098,128.212,2.763,124.173,130.647,8,7,0.007820012,0.000527806,0.88158,88.158,0,0,0,1
0.0877700,8.777,0.053090,6.89110000E-04,5.309,0.05345,5.345,0.15928,15.928,0.12839,12.839,0.991,0.02965,2.965,0.08327,8.327,0.189092105,18.90921053,0.08896,8.896,0.712044,0.557562,5.343,127.204,128.197,7.015,116.705,137.627,14,13,0.007851062,0.000923745,0.73684,73.684,0,0,0,1
0.0365700,3.657,0.011570,2.95713000E-04,1.157,0.01504,1.504,0.03472,3.472,0.12738,12.738,1.345,0.03906,3.906,0.07159,7.159,0.189092105,18.90921053,0.11717,11.717,0.810101,0.272819,7.994,122.142,124.236,7.856,108.673,136.208,18,16,0.008085826,0.00072628,0.61111,61.111,1,0.0813,8.13,1
0.0847700,8.477,0.045210,2.66220000E-04,4.521,0.05723,5.723,0.13564,13.564,0.18521,18.521,1.558,0.09961,9.961,0.14739,14.739,0.22005,22.005,0.29884,29.884,0.651583,0.684227,3.248,130.682,346.83,235.224,112.297,597.974,111,106,0.003140376,0.002620405,0.23077,23.077,1,0.12713,12.713,1
0.0476800,4.768,0.025820,4.12445000E-04,2.582,0.02903,2.903,0.07746,7.746,0.17953,17.953,1.535,0.09877,9.877,0.11535,11.535,0.18922,18.922,0.29631,29.631,0.753974,0.375912,5.431,119.257,116.531,7.019,100.169,127.15,32,29,0.008650268,0.000760778,0.34146,34.146,1,0.21957,21.957,1
0.0593100,5.931,0.035420,5.11994000E-04,3.542,0.03927,3.927,0.10627,10.627,0.14411,14.411,1.336,0.05544,5.544,0.12186,12.186,0.39845,39.845,0.16632,16.632,0.80454,0.292614,7.294,119.665,116.802,8.235,93.399,124.967,33,32,0.008633069,0.000781492,0,0,0,0,0,1
0.0887800,8.878,0.055790,5.77796000E-04,5.579,0.04405,4.405,0.16738,16.738,0.1927,19.27,1.721,0.08483,8.483,0.14304,14.304,0.189092105,18.90921053,0.25448,25.448,0.698523,0.540478,4.512,121.999,149.682,100.192,106.747,476.292,38,35,0.006508137,0.002896494,0.44444,44.444,2,0.29335,29.335,1
0.0593500,5.935,0.030320,4.23447000E-04,3.032,0.03438,3.438,0.09095,9.095,0.2253,22.53,2.007,0.06975,6.975,0.13568,13.568,0.189092105,18.90921053,0.20925,20.925,0.746617,0.442332,6.103,140.586,139.316,7.675,126.968,155.315,48,45,0.007134645,0.000566914,0.16216,16.216,2,0.1285,12.85,1
0.0590900,5.909,0.026320,4.24090000E-04,2.632,0.02456,2.456,0.07895,7.895,0.1704,17.04,1.333,0.04513,4.513,0.10683,10.683,0.04583,4.583,0.1354,13.54,0.804306,0.333461,8.628,132.474,136.94,9.184,126.469,159.793,24,23,0.007177123,0.000642703,0.0625,6.25,0,0,0,1
0.0523200,5.232,0.026030,2.85392000E-04,2.603,0.03297,3.297,0.0781,7.81,0.16558,16.558,1.52,0.07657,7.657,0.10972,10.972,0.1272,12.72,0.2297,22.97,0.734132,0.441052,5.395,139.336,184.371,126.521,98.94,507.006,150,140,0.005455114,0.002817087,0.43421,43.421,4,0.28767,28.767,1
0.0260000,2.6,0.012650,2.01351000E-04,1.265,0.01541,1.541,0.03795,3.795,0.12461,12.461,1.17,0.05849,5.849,0.07587,7.587,0.12931,12.931,0.17547,17.547,0.864939,0.195448,9.922,129.861,129.522,11.329,97.193,161.153,111,109,0.007745206,0.000748901,0.07527,7.527,1,0.06804,6.804,1
0.0424300,4.243,0.023010,3.32225000E-04,2.301,0.02547,2.547,0.06903,6.903,0.18349,18.349,1.591,0.08039,8.039,0.12196,12.196,0.18669,18.669,0.24118,24.118,0.821664,0.278056,8.445,128.977,127.975,7.658,112.645,149.779,78,76,0.007829265,0.00058338,0.31034,31.034,1,0.03483,3.483,1
0.0490700,4.907,0.026460,3.52456000E-04,2.646,0.03008,3.008,0.07937,7.937,0.17732,17.732,1.56,0.07855,7.855,0.1158,11.58,0.13956,13.956,0.23566,23.566,0.774763,0.355054,6.428,133.116,138.979,45.201,108.765,364.998,114,109,0.007183432,0.001529767,0.336,33.6,3,0.25629,25.629,1
0.0661300,6.613,0.034250,4.86097000E-04,3.425,0.04484,4.484,0.10275,10.275,0.16539,16.539,1.608,0.07484,7.484,0.1039,10.39,0.189092105,18.90921053,0.22451,22.451,0.764551,0.330717,5.605,135.714,135.034,4.523,127.921,143.082,20,19,0.007350157,0.00051575,0.4,40,0,0,0,1
0.0155600,1.556,0.007430,1.29071000E-04,0.743,0.01041,1.041,0.02228,2.228,0.08854,8.854,0.806,0.03302,3.302,0.05696,5.696,0.1177,11.77,0.09905,9.905,0.90421,0.15843,12.347,120.658,119.747,4.643,109.894,128.179,29,27,0.008296446,0.000274877,0.04,4,1,0.10414,10.414,1
0.0484600,4.846,0.027350,4.11393000E-04,2.735,0.0238,2.38,0.08205,8.205,0.21651,21.651,1.906,0.12031,12.031,0.17994,17.994,0.38283,38.283,0.36092,36.092,0.765631,0.384062,6.002,121.585,118.504,7.086,102.039,125.975,36,34,0.008490154,0.000657088,0.46296,46.296,1,0.09157,9.157,1
0.0570200,5.702,0.031480,4.73764000E-04,3.148,0.03591,3.591,0.09443,9.443,0.213,21.3,1.817,0.09024,9.024,0.11833,11.833,0.35428,35.428,0.27073,27.073,0.799181,0.324115,7.315,121.617,120.964,4.591,112.168,128.339,42,41,0.008309188,0.000610658,0.0303,3.03,0,0,0,1
0.0359900,3.599,0.012900,2.88141000E-04,1.29,0.01758,1.758,0.03871,3.871,0.17095,17.095,1.484,0.07313,7.313,0.10923,10.923,0.21282,21.282,0.21939,21.939,0.823208,0.286627,7.73,124.558,125.047,5.588,113.3,136.363,39,35,0.008006699,0.000555762,0.28571,28.571,2,0.18897,18.897,1
0.0498800,4.988,0.024380,4.00779000E-04,2.438,0.01854,1.854,0.07314,7.314,0.13886,13.886,1.276,0.05041,5.041,0.08799,8.799,0.27084,27.084,0.15123,15.123,0.760818,0.394267,6.198,123.729,124.418,5.523,114.672,131.335,37,34,0.00803519,0.000588342,0.37778,37.778,2,0.27582,27.582,1
0.0242000,2.42,0.013490,1.96071000E-04,1.349,0.01481,1.481,0.04048,4.048,0.0957,9.57,0.855,0.03419,3.419,0.05901,5.901,0.13242,13.242,0.10256,10.256,0.919152,0.090804,11.252,123.528,123.908,7.51,112.35,133.043,33,32,0.008100547,0.000516817,0,0,0,0,0,1
0.0404100,4.041,0.022100,3.24382000E-04,2.21,0.02413,2.413,0.0663,6.63,0.15365,15.365,1.455,0.0619,6.19,0.09267,9.267,0.2426,24.26,0.18571,18.571,0.858453,0.212785,9.26,123.93,124.635,5.159,112.068,132.017,41,40,0.00802644,0.000494602,0.03125,3.125,0,0,0,1
0.0244000,2.44,0.013620,2.20351000E-04,1.362,0.0153,1.53,0.04086,4.086,0.13502,13.502,1.261,0.06584,6.584,0.07849,7.849,0.13855,13.855,0.19753,19.753,0.802004,0.299741,7.035,110.256,111.106,2.785,108.011,117.606,29,28,0.009030039,0.000286288,0.125,12.5,0,0,0,1
0.0034700,0.347,0.002000,1.43900000E-05,0.2,0.00205,0.205,0.006,0.6,0.05807,5.807,0.6,0.0311,3.11,0.03785,3.785,0.04255,4.255,0.09331,9.331,0.979081,0.022088,18.291,240.232,241.014,4.045,221.763,256.494,1484,1483,0.004149136,0.000070901,0.00806,0.806,0,0,0,1
0.0054600,0.546,0.003170,2.27740000E-05,0.317,0.00339,0.339,0.00951,0.951,0.07248,7.248,0.693,0.03648,3.648,0.04747,4.747,0.04984,4.984,0.10943,10.943,0.968896,0.036825,18.455,238.875,239.727,6.759,229.124,275.202,1032,1031,0.004173918,0.000111342,0,0,0,0,0,1
0.0032400,0.324,0.001870,1.34910000E-05,0.187,0.00186,0.186,0.00561,0.561,0.06606,6.606,0.589,0.03308,3.308,0.03974,3.974,0.04477,4.477,0.09923,9.923,0.982121,0.019458,19.576,239.883,239.836,2.705,202.511,250.427,1220,1219,0.004168831,0.000055347,0.0078,0.78,0,0,0,1
0.0163600,1.636,0.002860,7.80620000E-05,0.286,0.00392,0.392,0.00858,0.858,0.09199,9.199,1.083,0.02457,2.457,0.04514,4.514,0.09577,9.577,0.07371,7.371,0.87947,0.17463,12.004,203.599,207.553,65.622,143.4,493.154,50,46,0.004772211,0.001043545,0.22581,22.581,1,0.21593,21.593,1
0.0325000,3.25,0.016290,1.73116000E-04,1.629,0.01529,1.529,0.04887,4.887,0.13485,13.485,1.238,0.06269,6.269,0.0968,9.68,0.11238,11.238,0.18807,18.807,0.867611,0.177349,10.209,195.661,187.951,26.136,127.664,215.078,42,40,0.005326671,0.00083183,0.39024,39.024,1,0.36075,36.075,1
0.0100100,1.001,0.003580,5.11450000E-05,0.358,0.00395,0.395,0.01074,1.074,0.1087,10.87,1.035,0.03357,3.357,0.07109,7.109,0.16718,16.718,0.10072,10.072,0.962195,0.040372,15.163,195.091,195.597,14.448,172.327,215.035,34,33,0.005109413,0.000404646,0.32143,32.143,0,0,0,1
0.0280300,2.803,0.014170,1.54265000E-04,1.417,0.01389,1.389,0.04252,4.252,0.10533,10.533,1.111,0.04581,4.581,0.07042,7.042,0.09948,9.948,0.13743,13.743,0.91081,0.118563,12.447,188.149,182.478,21.675,135.354,214.509,41,40,0.005503179,0.000776649,0.2069,20.69,0,0,0,1
0.0104000,1.04,0.002440,5.41730000E-05,0.244,0.0026,0.26,0.00733,0.733,0.08772,8.772,0.781,0.03708,3.708,0.04988,4.988,0.0758,7.58,0.11123,11.123,0.94173,0.067932,13.657,192.348,191.288,11.748,171.488,216.28,36,35,0.005208473,0.000365891,0.3125,31.25,0,0,0,1
0.0242200,2.422,0.011120,1.30490000E-04,1.112,0.00883,0.883,0.03337,3.337,0.11206,11.206,1.272,0.03619,3.619,0.05266,5.266,0.12016,12.016,0.10856,10.856,0.90951,0.11679,12.131,195.759,187.75,19.415,134.572,204.194,67,65,0.005388229,0.000788488,0.15556,15.556,1,0.20831,20.831,1
0.0248100,2.481,0.011970,1.34630000E-04,1.197,0.01315,1.315,0.03592,3.592,0.13977,13.977,1.455,0.05588,5.588,0.07578,7.578,0.14769,14.769,0.16763,16.763,0.843515,0.248304,10.192,192.218,183.211,20.144,127.798,201.176,66,65,0.005426951,0.000659201,0.10256,10.256,0,0,0,1
0.0291600,2.916,0.008640,1.49509000E-04,0.864,0.00864,0.864,0.02593,2.593,0.13472,13.472,1.279,0.0548,5.48,0.09233,9.233,0.16286,16.286,0.16441,16.441,0.828322,0.241018,8.695,202.081,193.098,22.33,137.491,219.647,52,49,0.005127674,0.000711286,0.37209,37.209,1,0.06328,6.328,1
0.0388500,3.885,0.018930,1.83399000E-04,1.893,0.02348,2.348,0.0568,5.68,0.17403,17.403,1.526,0.0704,7.04,0.10947,10.947,0.16328,16.328,0.2112,21.12,0.780456,0.382272,7.399,205.985,213.244,26.147,179.269,253.376,60,58,0.00472071,0.000623394,0.39024,39.024,1,0.04331,4.331,1
0.0204800,2.048,0.005580,1.19224000E-04,0.558,0.00694,0.694,0.01675,1.675,0.10921,10.921,1.043,0.04446,4.446,0.06212,6.212,0.11184,11.184,0.13338,13.338,0.879729,0.141822,9.144,172.711,171.595,20.593,131.753,201.326,29,28,0.005820888,0.000770199,0.30435,30.435,0,0,0,1
0.0283100,2.831,0.012520,1.21910000E-04,1.252,0.01242,1.242,0.03755,3.755,0.12518,12.518,1.157,0.04254,4.254,0.06825,6.825,0.15333,15.333,0.12761,12.761,0.863721,0.200433,10.328,230.224,235.037,47.463,133.07,479.673,214,206,0.004306323,0.00074105,0.42236,42.236,5,0.38397,38.397,1
0.0139000,1.39,0.005910,6.29770000E-05,0.591,0.006,0.6,0.01774,1.774,0.0971,9.71,0.972,0.04064,4.064,0.05449,5.449,0.10252,10.252,0.12192,12.192,0.92202,0.105477,13.521,219.827,221.363,17.225,154.725,268.961,254,253,0.004529877,0.000386081,0.06452,6.452,0,0,0,1
0.0246900,2.469,0.009980,1.16933000E-04,0.998,0.01367,1.367,0.02993,2.993,0.11829,11.829,1.279,0.04377,4.377,0.06699,6.699,0.13326,13.326,0.13131,13.131,0.862754,0.210353,10.732,213.676,212.815,12.2,185.329,246.927,167,164,0.004735328,0.000461255,0.25962,25.962,2,0.13619,13.619,1
0.0383700,3.837,0.017400,1.82760000E-04,1.74,0.01792,1.792,0.05219,5.219,0.13771,13.771,1.332,0.04968,4.968,0.06501,6.501,0.18726,18.726,0.14904,14.904,0.813903,0.295955,8.353,211.481,210.385,23.995,131.988,264.993,161,154,0.004762886,0.000660391,0.33913,33.913,4,0.21181,21.181,1
0.0438700,4.387,0.021380,1.70487000E-04,2.138,0.02555,2.555,0.06414,6.414,0.10354,10.354,0.999,0.03881,3.881,0.04637,4.637,0.08222,8.222,0.11643,11.643,0.801291,0.301442,7.96,217.242,260.166,95.184,209.176,477.425,74,71,0.003886218,0.001086773,0.54839,54.839,1,0.13297,13.297,1
0.0162900,1.629,0.007540,8.58180000E-05,0.754,0.00734,0.734,0.02261,2.261,0.13724,13.724,1.223,0.06507,6.507,0.09219,9.219,0.14888,14.888,0.1952,19.52,0.922548,0.097308,13.233,186.965,190.171,8.493,178.64,206.296,74,72,0.005267073,0.000250477,0.02564,2.564,0,0,0,1
0.0184300,1.843,0.008290,9.61580000E-05,0.829,0.00824,0.824,0.02486,2.486,0.11951,11.951,1.339,0.03363,3.363,0.05192,5.192,0.13875,13.875,0.10088,10.088,0.881744,0.159593,11.078,188.6,190.98,6.86,180.815,210.237,72,70,0.005216416,0.000239555,0.07692,7.692,1,0.05929,5.929,1
0.0118600,1.186,0.005590,6.53500000E-05,0.559,0.00706,0.706,0.01678,1.678,0.13198,13.198,1.171,0.05402,5.402,0.07334,7.334,0.11299,11.299,0.16207,16.207,0.896464,0.13737,12.503,183.871,181.228,5.873,170.147,194.352,85,84,0.005511285,0.000204588,0.17857,17.857,0,0,0,1
0.0282900,2.829,0.014650,1.51067000E-04,1.465,0.01612,1.612,0.04394,4.394,0.09601,9.601,1.05,0.03516,3.516,0.05822,5.822,0.10368,10.368,0.10547,10.547,0.851294,0.229909,10.318,188.301,187.428,8.069,172.319,204.16,77,74,0.005339607,0.000315388,0.21154,21.154,1,0.12881,12.881,1
0.0245100,2.451,0.010210,1.12137000E-04,1.021,0.00653,0.653,0.03062,3.062,0.19802,19.802,1.375,0.11091,11.091,0.20271,20.271,0.2725,27.25,0.33273,33.273,0.775042,0.320719,5.751,194.359,218.579,105.818,83.973,495.399,61,55,0.004574661,0.001727423,0.63514,63.514,2,0.1723,17.23,1
0.0211500,2.115,0.009270,1.15259000E-04,0.927,0.00835,0.835,0.0278,2.78,0.09369,9.369,0.993,0.04039,4.039,0.05282,5.282,0.0969,9.69,0.12116,12.116,0.893445,0.160323,11.948,180.475,182.403,4.848,176.179,191.897,70,68,0.005450668,0.000244202,0.22,22,0,0,0,1
0.0326100,3.261,0.015920,1.82994000E-04,1.592,0.01788,1.788,0.04776,4.776,0.0904,9.04,0.934,0.03911,3.911,0.04725,4.725,0.06482,6.482,0.11734,11.734,0.885666,0.155778,11.521,182.736,178.954,11.448,144.446,191.609,68,66,0.005611901,0.000492512,0.2,20,1,0.08498,8.498,1
0.0151000,1.51,0.005130,8.84640000E-05,0.513,0.00567,0.567,0.01539,1.539,0.08701,8.701,0.897,0.03725,3.725,0.04639,4.639,0.06722,6.722,0.11176,11.176,0.936869,0.072373,13.044,169.659,170.225,14.628,136.553,202.212,49,48,0.005857936,0.000582316,0.28205,28.205,0,0,0,1
0.0034600,0.346,0.001650,2.30560000E-05,0.165,0.00197,0.197,0.00494,0.494,0.06376,6.376,0.58,0.02869,2.869,0.0373,3.73,0.06027,6.027,0.08608,8.608,0.977499,0.023848,17.062,150.192,150.112,3.764,129.825,162.772,939,938,0.006662297,0.000170041,0.00159,0.159,0,0,0,1
0.0019500,0.195,0.000980,9.96700000E-06,0.098,0.00112,0.112,0.00295,0.295,0.03254,3.254,0.298,0.01563,1.563,0.01935,1.935,0.02721,2.721,0.04689,4.689,0.994666,0.005376,23.658,194.351,195.226,4.452,186.655,208.13,1062,1061,0.005122217,0.000115776,0,0,0,0,0,1
0.0044200,0.442,0.002750,1.84980000E-05,0.275,0.00237,0.237,0.00826,0.826,0.04544,4.544,0.406,0.02243,2.243,0.02627,2.627,0.03879,3.879,0.06729,6.729,0.985219,0.015158,19.356,238.325,238.785,6.128,229.685,263.009,1490,1489,0.004187945,0.000106971,0,0,0,0,0,1
0.0430800,4.308,0.017870,2.89585000E-04,1.787,0.02153,2.153,0.0536,5.36,0.18843,18.843,1.643,0.08431,8.431,0.12865,12.865,0.14508,14.508,0.25294,25.294,0.824414,0.267201,8.5,142.119,149.12,21.713,116.069,184.315,63,62,0.006722076,0.000999594,0.04878,4.878,0,0,0,1
0.0387700,3.877,0.013760,2.59359000E-04,1.376,0.02198,2.198,0.04128,4.128,0.1509,15.09,1.272,0.06738,6.738,0.10118,10.118,0.18815,18.815,0.20214,20.214,0.865647,0.187826,9.672,143.468,150.404,17.504,124.972,185.001,60,58,0.006689266,0.000837357,0.31034,31.034,1,0.11052,11.052,1
0.0446400,4.464,0.020890,2.71920000E-04,2.089,0.01897,1.897,0.06267,6.267,0.10892,10.892,1.135,0.04837,4.837,0.05907,5.907,0.08721,8.721,0.1451,14.51,0.839455,0.228363,9.964,171.857,165.127,22.806,125.736,190.718,41,40,0.006090772,0.00095755,0.44898,44.898,0,0,0,1
0.0340100,3.401,0.016040,2.12336000E-04,1.604,0.02504,2.504,0.04813,4.813,0.11555,11.555,1.125,0.03704,3.704,0.05458,5.458,0.09862,9.862,0.11113,11.113,0.856345,0.199637,10.064,169.164,160.3,16.998,125.82,177.905,49,48,0.006243807,0.000761261,0.52459,52.459,0,0,0,1
0.0350200,3.502,0.016000,1.93709000E-04,1.6,0.01897,1.897,0.04799,4.799,0.11947,11.947,1.138,0.05518,5.518,0.06362,6.362,0.08904,8.904,0.16554,16.554,0.828982,0.239986,8.574,164.793,185.691,85.725,128.184,455.452,64,59,0.005530727,0.001685591,0.23404,23.404,2,0.16566,16.566,1
0.0298400,2.984,0.011830,1.95494000E-04,1.183,0.01228,1.228,0.03548,3.548,0.18099,18.099,1.559,0.04854,4.854,0.09388,9.388,0.12963,12.963,0.14563,14.563,0.828867,0.244821,8.14,151.611,152.098,12.971,129.714,187.013,85,82,0.006552234,0.000659759,0.42105,42.105,1,0.10468,10.468,1
0.0180600,1.806,0.005640,1.21233000E-04,0.564,0.00764,0.764,0.01691,1.691,0.16756,16.756,1.422,0.06828,6.828,0.0996,9.96,0.20789,20.789,0.20483,20.483,0.860044,0.202558,8.978,149.756,148.033,15.671,114.871,173.537,74,70,0.00671305,0.000702209,0.21311,21.311,2,0.08942,8.942,1
0.0443800,4.438,0.020770,2.93199000E-04,2.077,0.01936,1.936,0.06232,6.232,0.20182,20.182,1.704,0.09809,9.809,0.14794,14.794,0.32615,32.615,0.29426,29.426,0.794694,0.313888,6.88,149.657,150.696,14.599,126.385,183.664,81,78,0.006607295,0.000720062,0.46316,46.316,1,0.05468,5.468,1
0.0433300,4.333,0.019850,2.62446000E-04,1.985,0.02549,2.549,0.05956,5.956,0.14871,14.871,1.389,0.06255,6.255,0.0985,9.85,0.20986,20.986,0.18765,18.765,0.810953,0.293132,7.957,158.817,165.064,24.288,130.567,209.105,95,93,0.00605684,0.000934864,0.18056,18.056,0,0,0,1
0.0401400,4.014,0.017020,2.47715000E-04,1.702,0.01436,1.436,0.05105,5.105,0.11446,11.446,1.029,0.05399,5.399,0.04668,4.668,0.10642,10.642,0.16198,16.198,0.8327,0.260185,8.735,166.954,160.268,29.547,104.887,196.648,37,35,0.006171778,0.001154487,0.31579,31.579,1,0.18632,18.632,1
0.0474300,4.743,0.021680,2.41944000E-04,2.168,0.02658,2.658,0.06505,6.505,0.17854,17.854,1.584,0.07393,7.393,0.11292,11.292,0.18795,18.795,0.22179,22.179,0.774515,0.352349,6.549,182.646,198.163,71.174,131.251,461.372,248,235,0.005100564,0.00152089,0.31937,31.937,4,0.3009,30.09,1
0.0177700,1.777,0.007420,9.82390000E-05,0.742,0.00768,0.768,0.02226,2.226,0.11455,11.455,1.13,0.04237,4.237,0.06641,6.641,0.11811,11.811,0.12712,12.712,0.887069,0.15385,10.775,175.193,180.413,27.313,125.559,240.936,233,231,0.005529174,0.00084761,0.03731,3.731,1,0.01394,1.394,1
0.0429500,4.295,0.021230,1.89014000E-04,2.123,0.02149,2.149,0.0637,6.37,0.1547,15.47,1.497,0.06066,6.066,0.09172,9.172,0.2154,21.54,0.18197,18.197,0.791486,0.345515,7.705,204.695,227.873,90.716,124.099,453.608,243,235,0.004400629,0.001446636,0.30625,30.625,3,0.29323,29.323,1
0.0534800,5.348,0.025320,2.82964000E-04,2.532,0.02783,2.783,0.07595,7.595,0.12497,12.497,1.226,0.04789,4.789,0.07157,7.157,0.14221,14.221,0.14368,14.368,0.797921,0.313122,8.034,190.009,190.177,33.007,116.701,245.645,205,197,0.005291395,0.001073034,0.28205,28.205,4,0.19011,19.011,1
0.0257700,2.577,0.010440,1.08929000E-04,1.044,0.01158,1.158,0.03131,3.131,0.09104,9.104,1.202,0.03409,3.409,0.04456,4.456,0.10065,10.065,0.10228,10.228,0.840202,0.235178,9.719,210.636,232.597,79.402,190.981,457.738,66,63,0.004226488,0.001189447,0.38,38,1,0.24744,24.744,1
0.0200200,2.002,0.008480,1.06960000E-04,0.848,0.00788,0.788,0.02543,2.543,0.0953,9.53,0.981,0.03451,3.451,0.05306,5.306,0.10458,10.458,0.10352,10.352,0.896514,0.141956,12.482,181.691,186.483,27.432,112.734,219.404,103,100,0.005342437,0.000813161,0.32099,32.099,1,0.04488,4.488,1
0.0385000,3.85,0.018090,2.09877000E-04,1.809,0.0193,1.93,0.05428,5.428,0.11204,11.204,1.062,0.04832,4.832,0.06786,6.786,0.10114,10.114,0.14495,14.495,0.862511,0.194651,10.492,188.398,184.889,23.391,122.795,212.609,93,91,0.005451999,0.00082223,0.27397,27.397,1,0.14158,14.158,1
0.0285900,2.859,0.013390,1.63417000E-04,1.339,0.0157,1.57,0.04018,4.018,0.18902,18.902,1.597,0.07412,7.412,0.13453,13.453,0.20893,20.893,0.22236,22.236,0.858443,0.190388,9.176,169.413,175.919,22.494,142.451,212.479,92,90,0.005715222,0.000774527,0.17188,17.188,0,0,0,1
0.0287900,2.879,0.011770,1.61647000E-04,1.177,0.01591,1.591,0.03531,3.531,0.1063,10.63,1.142,0.03772,3.772,0.05702,5.702,0.10607,10.607,0.11315,11.315,0.8604,0.209934,11.239,167.444,179.504,31.716,110.428,219.113,91,88,0.005615159,0.001136547,0.3038,30.38,2,0.08646,8.646,1
0.0363800,3.638,0.018140,2.00708000E-04,1.814,0.01707,1.707,0.05443,5.443,0.10743,10.743,1.213,0.03647,3.647,0.05333,5.333,0.10018,10.018,0.10941,10.941,0.856585,0.20746,11.3,163.709,179.529,31.602,130.945,216.719,84,82,0.005516636,0.001052675,0.36,36,1,0.16012,16.012,1
0.0319600,3.196,0.016640,1.74689000E-04,1.664,0.01875,1.875,0.04991,4.991,0.13252,13.252,1.426,0.04828,4.828,0.09138,9.138,0.16732,16.732,0.14485,14.485,0.817262,0.287811,8.147,190.256,183.101,16.933,149.941,206.183,103,101,0.005466469,0.000547535,0.1129,11.29,1,0.0613,6.13,1
0.0305000,3.05,0.013780,1.74775000E-04,1.378,0.01335,1.335,0.04135,4.135,0.11019,11.019,1.057,0.04169,4.169,0.07563,7.563,0.13347,13.347,0.12506,12.506,0.877695,0.162528,10.139,170.168,175.805,31.413,108.362,219.642,106,104,0.00573088,0.00117969,0.13043,13.043,1,0.0627,6.27,1
0.0383500,3.835,0.015920,2.52339000E-04,1.592,0.01623,1.623,0.04776,4.776,0.14323,14.323,1.308,0.05248,5.248,0.07882,7.882,0.17783,17.783,0.15743,15.743,0.829423,0.293764,9.554,164.734,150.124,24.503,81.913,172.557,73,72,0.006579578,0.001251324,0.26154,26.154,0,0,0,1
0.0044900,0.449,0.002080,2.10520000E-05,0.208,0.00241,0.241,0.00623,0.623,0.04354,4.354,0.446,0.01845,1.845,0.02346,2.346,0.04492,4.492,0.05536,5.536,0.967132,0.04215,16.797,207.23,213.475,13.046,200.121,255.597,429,428,0.004684532,0.000279274,0.00498,0.498,0,0,0,1
